"B17026_001E","B17026_001M","B17026_002E","B17026_002M","B17026_003E","B17026_003M","B17026_004E","B17026_004M","B17026_005E","B17026_005M","B17026_006E","B17026_006M","B17026_007E","B17026_007M","B17026_008E","B17026_008M","B17026_009E","B17026_009M","B17026_010E","B17026_010M","B17026_011E","B17026_011M","B17026_012E","B17026_012M","B17026_013E","B17026_013M","GEO_ID","NAME"
"Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Under .50","Margin of Error!!Total!!Under .50","Estimate!!Total!!.50 to .74","Margin of Error!!Total!!.50 to .74","Estimate!!Total!!.75 to .99","Margin of Error!!Total!!.75 to .99","Estimate!!Total!!1.00 to 1.24","Margin of Error!!Total!!1.00 to 1.24","Estimate!!Total!!1.25 to 1.49","Margin of Error!!Total!!1.25 to 1.49","Estimate!!Total!!1.50 to 1.74","Margin of Error!!Total!!1.50 to 1.74","Estimate!!Total!!1.75 to 1.84","Margin of Error!!Total!!1.75 to 1.84","Estimate!!Total!!1.85 to 1.99","Margin of Error!!Total!!1.85 to 1.99","Estimate!!Total!!2.00 to 2.99","Margin of Error!!Total!!2.00 to 2.99","Estimate!!Total!!3.00 to 3.99","Margin of Error!!Total!!3.00 to 3.99","Estimate!!Total!!4.00 to 4.99","Margin of Error!!Total!!4.00 to 4.99","Estimate!!Total!!5.00 and over","Margin of Error!!Total!!5.00 and over","id","Geographic Area Name"
"20700","1444","697","348","735","353","781","374","232","147","770","356","713","414","258","204","350","319","3946","803","3479","771","3614","826","5125","966","0500000US26159","Van Buren County, Michigan"
"82598","2308","3110","869","1131","544","1446","592","1845","722","1885","798","1769","609","909","396","937","488","8347","1262","8683","1249","9214","1427","43322","2537","0500000US26161","Washtenaw County, Michigan"
"408205","5607","34133","2748","16851","2021","16754","1871","18350","1937","16174","1935","18229","1838","7856","1615","10309","1493","63359","4026","55630","3622","41759","3128","108801","3759","0500000US26163","Wayne County, Michigan"
"90726","2132","1462","544","491","361","1302","546","1089","419","2429","795","1808","628","643","274","1851","569","10387","1268","14760","1589","14038","1354","40466","1929","0500000US27003","Anoka County, Minnesota"
"16209","1059","199","144","473","403","886","535","720","321","737","380","323","205","246","166","462","234","2024","530","2020","641","3159","634","4960","742","0500000US27013","Blue Earth County, Minnesota"
"27536","1346","187","219","46","61","147","131","117","142","233","233","253","180","79","98","142","151","2686","736","3198","725","4376","1071","16072","1311","0500000US27019","Carver County, Minnesota"
"113191","2438","1190","540","1066","495","2058","713","1791","720","1649","717","1984","788","1271","487","2148","836","10971","1492","14387","1875","16302","1820","58374","2501","0500000US27037","Dakota County, Minnesota"
"292301","5629","6756","1531","3682","958","5753","1251","8570","1709","6775","1425","7789","1550","2875","850","3629","915","31375","2649","31904","2564","31779","2586","151414","4323","0500000US27053","Hennepin County, Minnesota"
"39793","1738","713","488","418","326","211","162","1171","689","1200","461","830","350","269","238","734","360","4031","898","5601","1021","5849","1045","18766","1441","0500000US27109","Olmsted County, Minnesota"
"118943","3032","5312","1351","2552","799","3845","1126","2184","650","3962","1024","3724","1034","1601","638","1561","581","16476","1881","15156","1723","12641","1578","49929","2369","0500000US27123","Ramsey County, Minnesota"
"14748","1279","539","395","175","181","111","161","473","345","442","359","406","251","205","181","334","256","1976","503","2395","625","1997","578","5695","792","0500000US27131","Rice County, Minnesota"
"47595","1550","1683","563","584","325","1379","546","970","361","1687","532","1444","450","774","371","999","381","7509","1069","7554","1005","7254","891","15758","1299","0500000US27137","St. Louis County, Minnesota"
"39923","1736","447","357","134","133","1322","724","498","302","945","553","1083","521","151","168","756","517","4322","924","4784","980","4697","957","20784","1543","0500000US27139","Scott County, Minnesota"
"23539","1351","191","193","519","424","417","437","422","333","668","583","434","485","359","322","269","193","2974","895","3754","969","4099","806","9433","1228","0500000US27141","Sherburne County, Minnesota"
"38320","1926","423","311","1175","660","1365","632","1087","541","1637","646","1174","458","362","177","815","368","5942","962","6685","989","5714","1055","11941","1085","0500000US27145","Stearns County, Minnesota"
"68219","2257","898","566","413","250","313","236","696","336","1335","547","282","185","605","402","580","269","7363","1346","7553","1248","8400","1273","39781","1909","0500000US27163","Washington County, Minnesota"
"35755","1562","427","254","160","118","496","465","420","257","863","439","797","411","137","161","430","263","3847","1067","5611","1235","5570","1181","16997","1489","0500000US27171","Wright County, Minnesota"
"45993","2168","1342","593","904","525","922","488","1433","752","1059","625","1961","684","655","454","1012","445","8201","1681","6425","1325","7585","1547","14494","1952","0500000US28033","DeSoto County, Mississippi"
"14427","1663","1049","518","745","537","579","471","879","570","1625","926","479","337","242","284","507","354","2889","905","1533","622","765","396","3135","847","0500000US28035","Forrest County, Mississippi"
"52963","2631","5396","1573","1432","646","1914","793","3135","1313","1847","877","3125","945","544","399","1822","963","8863","1595","6340","1360","5958","1231","12587","1593","0500000US28047","Harrison County, Mississippi"
"52610","2979","2632","825","1752","648","3035","1009","3137","826","3218","1146","2496","831","1079","542","943","494","10118","1587","7842","1571","4935","1253","11423","1407","0500000US28049","Hinds County, Mississippi"
"33753","2417","2381","849","1212","721","1406","884","1005","565","1711","841","1317","528","268","241","941","522","6793","1602","5130","1253","3150","847","8439","1555","0500000US28059","Jackson County, Mississippi"
"17400","1473","651","596","923","558","1078","589","361","360","1022","695","582","625","255","259","203","237","3480","1024","3040","857","3198","1068","2607","916","0500000US28067","Jones County, Mississippi"
"18858","1996","1617","804","1256","908","809","443","1285","696","701","420","568","439","1104","596","829","592","3698","1079","1973","745","1320","591","3698","911","0500000US28075","Lauderdale County, Mississippi"
"22217","1634","629","373","383","326","620","331","1248","561","1066","545","1716","793","331","331","552","347","4014","1067","2847","734","3250","1064","5561","995","0500000US28081","Lee County, Mississippi"
"29030","1660","462","344","40","67","625","438","940","621","568","444","1001","566","642","566","825","633","3851","1069","4137","933","3099","800","12840","1372","0500000US28089","Madison County, Mississippi"
"38785","2278","542","423","1162","732","719","621","1041","636","1139","585","1189","498","299","334","1233","769","7938","1757","5717","1288","3774","1159","14032","1805","0500000US28121","Rankin County, Mississippi"
"39505","1967","1195","624","1313","749","663","449","766","571","1066","543","1444","631","1191","1035","902","452","5826","1344","5031","1098","5258","1065","14850","1785","0500000US29019","Boone County, Missouri"
"20116","1537","775","465","503","323","751","395","965","606","1153","653","374","190","405","298","652","351","3691","720","2970","785","2302","579","5575","1070","0500000US29021","Buchanan County, Missouri"
"18641","1291","538","290","387","334","693","394","526","366","854","462","844","586","161","187","456","266","3853","920","3590","1015","2572","764","4167","762","0500000US29031","Cape Girardeau County, Missouri"
"29713","1320","493","359","392","300","1104","642","259","160","379","187","1097","437","753","488","424","276","4725","994","5161","942","4118","1081","10808","1304","0500000US29037","Cass County, Missouri"
"22064","1333","485","300","230","203","513","435","1113","633","776","530","770","382","293","224","469","292","4678","883","3700","916","3227","967","5810","1124","0500000US29043","Christian County, Missouri"
"60259","2836","1648","735","310","242","721","472","1966","701","2047","808","1593","709","586","363","1446","623","8630","1373","9344","1510","8859","1312","23109","1875","0500000US29047","Clay County, Missouri"
"19670","1466","378","289","195","242","490","412","495","373","1061","736","955","484","0","190","434","328","3399","765","3237","758","2179","716","6847","1217","0500000US29051","Cole County, Missouri"
"27834","1641","727","408","366","287","474","362","408","216","1461","831","821","473","631","423","873","615","5025","1165","5831","1067","3484","990","7733","1278","0500000US29071","Franklin County, Missouri"
"72929","2974","2594","790","1609","692","2617","851","2902","816","3503","1081","1981","712","2230","847","3392","1001","12739","1596","12795","2124","9680","1315","16887","1718","0500000US29077","Greene County, Missouri"
"170337","4111","5955","1143","4617","1227","5272","1302","6328","1422","6778","1150","5877","1296","3769","939","3899","957","29100","2494","24751","2407","21126","2268","52865","2703","0500000US29095","Jackson County, Missouri"
"31070","1548","1777","703","856","520","1710","774","2232","808","1345","666","1396","604","348","251","1013","345","6097","1335","5107","1045","2599","812","6590","1074","0500000US29097","Jasper County, Missouri"
"60625","2559","1733","856","1511","779","679","407","1096","450","1425","652","1488","807","923","444","1478","644","11253","1720","10187","1506","9934","1431","18918","1984","0500000US29099","Jefferson County, Missouri"
"26487","1511","513","373","121","109","249","188","469","383","1183","634","527","322","280","239","710","441","3026","801","3149","856","3881","1157","12379","1564","0500000US29165","Platte County, Missouri"
"104615","2837","1398","486","805","486","1781","800","1870","873","1068","425","1582","619","762","455","1492","523","12614","1550","17834","1944","14106","1835","49303","2400","0500000US29183","St. Charles County, Missouri"
"16935","1528","1075","587","313","239","1021","611","228","184","138","135","1520","770","248","271","489","390","3024","952","3470","977","2835","1022","2574","852","0500000US29187","St. Francois County, Missouri"
"261684","5678","7260","1687","5339","1333","5325","1577","7483","1788","5202","1213","7213","1737","3944","1162","4398","1289","33423","3106","35808","3163","30319","2546","115970","4271","0500000US29189","St. Louis County, Missouri"
"63899","3423","6480","1353","2267","833","2085","839","2808","1078","3544","1188","2080","802","1144","573","1580","789","8442","1387","8192","1623","6090","1013","19187","1756","0500000US29510","St. Louis city, Missouri"
"22216","1226","497","290","801","427","642","433","881","422","554","392","1354","555","763","452","385","238","4391","825","3760","1001","2297","610","5891","1082","0500000US30013","Cascade County, Montana"
"24783","1864","759","465","380","328","915","525","1132","599","1574","708","1049","550","316","238","161","151","4197","991","3646","811","3279","835","7375","1221","0500000US30029","Flathead County, Montana"
"25853","1749","508","354","52","62","50","71","433","243","996","474","987","662","439","399","665","553","3849","937","3336","698","4442","1225","10096","1229","0500000US30031","Gallatin County, Montana"
"16679","1268","556","425","638","458","463","342","438","299","72","91","378","357","0","172","481","292","1926","633","2876","696","2429","683","6422","935","0500000US30049","Lewis and Clark County, Montana"
"30045","2025","532","418","231","226","839","539","867","478","471","273","1408","725","495","285","1403","1039","5975","1445","4225","1021","3561","874","10038","1600","0500000US30063","Missoula County, Montana"
"40412","2047","1045","554","568","343","1200","434","1316","645","1226","523","1576","740","539","443","561","338","6286","1244","6658","1325","6788","1383","12649","1424","0500000US30111","Yellowstone County, Montana"
"134887","3055","3084","778","3489","1111","2822","841","3850","1080","3782","861","5186","1094","2750","820","2987","897","18736","1790","18890","2098","18256","1991","51055","2121","0500000US31055","Douglas County, Nebraska"
"73258","2663","2113","803","903","380","1940","832","3054","1040","1411","654","1676","601","1232","500","1153","577","12269","1693","11611","1304","10239","1276","25657","1657","0500000US31109","Lancaster County, Nebraska"
"45555","1799","566","331","601","341","431","274","1279","655","1074","415","1307","545","307","200","655","288","6961","1099","6654","990","5958","1080","19762","1650","0500000US31153","Sarpy County, Nebraska"
"507341","7032","19660","2287","13475","1733","17833","2033","19262","2708","23088","2500","22775","2718","8346","1873","13855","2158","92105","4890","72515","3763","52868","3333","151559","5687","0500000US32003","Clark County, Nevada"
"110715","3381","2684","1020","2082","762","2760","884","3940","1145","1972","704","4007","947","1778","800","2213","812","19275","2206","15852","1811","13649","1843","40503","2518","0500000US32031","Washoe County, Nevada"
